date,time,light,other,datetime
05-05-2024,00:55:34:63928,0.8082322680631335,0.4166048853184879,2024-05-05 00:55:34.639280
05-05-2024,00:55:34:68861,0.1262406674713077,0.1471644079796699,2024-05-05 00:55:34.688610
05-05-2024,00:55:34:71016,0.8008991597439271,0.9048717475538036,2024-05-05 00:55:34.710160
05-05-2024,00:55:34:72593,0.4112691248465229,0.632746686322428,2024-05-05 00:55:34.725930
05-05-2024,00:55:34:75980,0.2333504384716593,0.4697608367450457,2024-05-05 00:55:34.759800
05-05-2024,00:55:34:78305,0.8125830459912038,0.9800383845060346,2024-05-05 00:55:34.783050
05-05-2024,00:55:34:80379,0.603733426273484,0.9078798284292848,2024-05-05 00:55:34.803790
05-05-2024,00:55:34:82460,0.7057797724407484,0.2467860034233745,2024-05-05 00:55:34.824600
05-05-2024,00:55:34:84013,0.6811623034452993,0.7148658860011162,2024-05-05 00:55:34.840130
05-05-2024,00:55:34:85965,0.5309652960434468,0.462855597949974,2024-05-05 00:55:34.859650
05-05-2024,00:55:34:87776,0.2926591518380103,0.8412084053085432,2024-05-05 00:55:34.877760
05-05-2024,00:55:34:88720,0.8588855640559334,0.9756255719134134,2024-05-05 00:55:34.887200
05-05-2024,00:55:34:90240,0.5848625274545701,0.8138048843297447,2024-05-05 00:55:34.902400
05-05-2024,00:55:34:91755,0.8308080662144601,0.1385454112873544,2024-05-05 00:55:34.917550
05-05-2024,00:55:34:93391,0.7833196807902411,0.0774568231461642,2024-05-05 00:55:34.933910
05-05-2024,00:55:34:93391,0.9071766434491478,0.310750316929865,2024-05-05 00:55:34.933910
05-05-2024,00:55:34:93391,0.7319289575630541,0.9598941364250144,2024-05-05 00:55:34.933910
05-05-2024,00:55:34:93391,0.5711518599885917,0.3026152523181157,2024-05-05 00:55:34.933910
05-05-2024,00:55:34:93391,0.5394688939570544,0.1450244175301218,2024-05-05 00:55:34.933910
05-05-2024,00:55:34:109143,0.890034178973524,0.5770773368507951,2024-05-05 00:55:34.109143
05-05-2024,00:55:34:109143,0.1887128404469803,0.1719317431550873,2024-05-05 00:55:34.109143
05-05-2024,00:55:34:109143,0.105652733808945,0.1432034868673993,2024-05-05 00:55:34.109143
05-05-2024,00:55:34:109143,0.878521943636476,0.5034929902729322,2024-05-05 00:55:34.109143
05-05-2024,00:55:34:109143,0.0700749173580633,0.0988773416393516,2024-05-05 00:55:34.109143
05-05-2024,00:55:34:124996,0.5575625502373199,0.019177503687268,2024-05-05 00:55:34.124996
05-05-2024,00:55:34:124996,0.8023586435564997,0.8563428670579462,2024-05-05 00:55:34.124996
05-05-2024,00:55:34:131461,0.7922260506175423,0.7402544112968555,2024-05-05 00:55:34.131461
05-05-2024,00:55:34:131461,0.0008694526874716,0.5192785387042463,2024-05-05 00:55:34.131461
05-05-2024,00:55:34:131461,0.2489940116776795,0.8526956207515058,2024-05-05 00:55:34.131461
05-05-2024,00:55:34:131461,0.1914367939928298,0.8117468131054453,2024-05-05 00:55:34.131461
05-05-2024,00:55:34:131461,0.358851613985657,0.3132318171901481,2024-05-05 00:55:34.131461
05-05-2024,00:55:34:131461,0.1866447525912541,0.3649770486596639,2024-05-05 00:55:34.131461
05-05-2024,00:55:34:147853,0.7602791570061243,0.4596687858281539,2024-05-05 00:55:34.147853
05-05-2024,00:55:34:149366,0.3886956791840537,0.7913562368597323,2024-05-05 00:55:34.149366
05-05-2024,00:55:34:151175,0.6345766843723126,0.4783083974969027,2024-05-05 00:55:34.151175
05-05-2024,00:55:34:153250,0.6900955464140944,0.1863912939629796,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.6004553121783264,0.90756537713534,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.728884673030202,0.5776370532304118,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.9625310151918488,0.5454355695544525,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.2298658376804118,0.1378741458729943,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.2922410283016603,0.4223150087000596,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.4103156565811398,0.7554674085220667,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.7748057242662294,0.4896507398427664,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:153250,0.924938874499983,0.1650307138279291,2024-05-05 00:55:34.153250
05-05-2024,00:55:34:168648,0.5286091424161004,0.3461591650393963,2024-05-05 00:55:34.168648
05-05-2024,00:55:34:169464,0.8915937149016953,0.1790108552410699,2024-05-05 00:55:34.169464
05-05-2024,00:55:34:169464,0.2965401706908748,0.8214835845388451,2024-05-05 00:55:34.169464
05-05-2024,00:55:34:169464,0.715878187731142,0.569081204345309,2024-05-05 00:55:34.169464
05-05-2024,00:55:34:169464,0.1511153555255887,0.0152343023433776,2024-05-05 00:55:34.169464
05-05-2024,00:55:34:169464,0.7470565657674416,0.899937757944523,2024-05-05 00:55:34.169464
05-05-2024,00:55:34:179269,0.0314963868648101,0.3055173549282617,2024-05-05 00:55:34.179269
05-05-2024,00:55:34:179269,0.7859309791020683,0.0514635525143022,2024-05-05 00:55:34.179269
05-05-2024,00:55:34:179269,0.2540640740857519,0.2844374202276035,2024-05-05 00:55:34.179269
05-05-2024,00:55:34:179269,0.7837917972019133,0.3832345774623641,2024-05-05 00:55:34.179269
05-05-2024,00:55:34:185852,0.210389752144621,0.0961588680698007,2024-05-05 00:55:34.185852
05-05-2024,00:55:34:187958,0.3911253010816262,0.7534857337843789,2024-05-05 00:55:34.187958
05-05-2024,00:55:34:187958,0.0021326921256618,0.0884997792263666,2024-05-05 00:55:34.187958
05-05-2024,00:55:34:187958,0.784401587843242,0.6021653723491545,2024-05-05 00:55:34.187958
05-05-2024,00:55:34:187958,0.0129274499087511,0.0948129738520506,2024-05-05 00:55:34.187958
05-05-2024,00:55:34:187958,0.5749982991649825,0.4614238521373752,2024-05-05 00:55:34.187958
05-05-2024,00:55:34:196088,0.0201070581144986,0.855041638896702,2024-05-05 00:55:34.196088
05-05-2024,00:55:34:198891,0.3904526249641235,0.4807523768168831,2024-05-05 00:55:34.198891
05-05-2024,00:55:34:198891,0.8266561568372494,0.4914472549834962,2024-05-05 00:55:34.198891
05-05-2024,00:55:34:198891,0.8092443807213507,0.1882941345967994,2024-05-05 00:55:34.198891
05-05-2024,00:55:34:198891,0.2904187808056733,0.7455860948131725,2024-05-05 00:55:34.198891
05-05-2024,00:55:34:205108,0.8802540702318318,0.5027336348292918,2024-05-05 00:55:34.205108
05-05-2024,00:55:34:206859,0.5806772470404311,0.3054573537763045,2024-05-05 00:55:34.206859
05-05-2024,00:55:34:208408,0.8447779217871252,0.1238357231176509,2024-05-05 00:55:34.208408
05-05-2024,00:55:34:208408,0.7672384153299846,0.425958570324622,2024-05-05 00:55:34.208408
05-05-2024,00:55:34:208408,0.4553391053358466,0.3826881741792693,2024-05-05 00:55:34.208408
05-05-2024,00:55:34:208408,0.7118473123545113,0.8984649130747714,2024-05-05 00:55:34.208408
05-05-2024,00:55:34:216537,0.1434343306780202,0.7664611182740093,2024-05-05 00:55:34.216537
05-05-2024,00:55:34:216537,0.2916982674893789,0.1956030601213867,2024-05-05 00:55:34.216537
05-05-2024,00:55:34:219519,0.7725878647651453,0.7691750643247314,2024-05-05 00:55:34.219519
05-05-2024,00:55:34:219519,0.0200352506310947,0.0993636948266025,2024-05-05 00:55:34.219519
05-05-2024,00:55:34:219519,0.1090841452219013,0.5963020886132901,2024-05-05 00:55:34.219519
05-05-2024,00:55:34:219519,0.9280616373002922,0.7303184245180059,2024-05-05 00:55:34.219519
05-05-2024,00:55:34:227398,0.0220651184717876,0.8514336076444351,2024-05-05 00:55:34.227398
05-05-2024,00:55:34:228906,0.3025360198889535,0.8373609887351908,2024-05-05 00:55:34.228906
05-05-2024,00:55:34:229608,0.3845265273169038,0.4293005061208831,2024-05-05 00:55:34.229608
05-05-2024,00:55:34:229608,0.1655290156341058,0.7714598635742127,2024-05-05 00:55:34.229608
05-05-2024,00:55:34:234224,0.8353926452022646,0.2297188473045202,2024-05-05 00:55:34.234224
05-05-2024,00:55:34:236117,0.3505927127014064,0.9156481997582196,2024-05-05 00:55:34.236117
05-05-2024,00:55:34:237790,0.9655261798238688,0.5568261999441245,2024-05-05 00:55:34.237790
05-05-2024,00:55:34:239908,0.4455147303559132,0.7872689223571769,2024-05-05 00:55:34.239908
05-05-2024,00:55:34:239908,0.1520919148178715,0.4808756362388321,2024-05-05 00:55:34.239908
05-05-2024,00:55:34:239908,0.3553713954817903,0.6393061359864053,2024-05-05 00:55:34.239908
05-05-2024,00:55:34:239908,0.1573092866877709,0.7536377860691471,2024-05-05 00:55:34.239908
05-05-2024,00:55:34:248174,0.1713263500132763,0.2446741816749303,2024-05-05 00:55:34.248174
05-05-2024,00:55:34:250238,0.4495403280357666,0.1542242411524331,2024-05-05 00:55:34.250238
05-05-2024,00:55:34:250403,0.9204994690136448,0.1116755492596884,2024-05-05 00:55:34.250403
05-05-2024,00:55:34:250403,0.2151880881259584,0.0940685644649961,2024-05-05 00:55:34.250403
05-05-2024,00:55:34:250403,0.003070063601211,0.2846742369750689,2024-05-05 00:55:34.250403
05-05-2024,00:55:34:250403,0.3534443658956491,0.5704194198320904,2024-05-05 00:55:34.250403
05-05-2024,00:55:34:258434,0.3521764169519453,0.0784204684516097,2024-05-05 00:55:34.258434
05-05-2024,00:55:34:260508,0.6966349658742463,0.8417283838607305,2024-05-05 00:55:34.260508
05-05-2024,00:55:34:260508,0.8297577553953075,0.5070674850508526,2024-05-05 00:55:34.260508
05-05-2024,00:55:34:264611,0.3705602858165708,0.1268366188296307,2024-05-05 00:55:34.264611
05-05-2024,00:55:34:266673,0.7327337767203272,0.4087002694590387,2024-05-05 00:55:34.266673
05-05-2024,00:55:34:268805,0.5247617050006623,0.1016817694499367,2024-05-05 00:55:34.268805
05-05-2024,00:55:34:270923,0.9440787451780708,0.7112632989872917,2024-05-05 00:55:34.270923
05-05-2024,00:55:34:270923,0.9119743578800864,0.4639111474285023,2024-05-05 00:55:34.270923
05-05-2024,00:55:34:270923,0.4819048752774509,0.2506224638743396,2024-05-05 00:55:34.270923
05-05-2024,00:55:34:270923,0.4718585623731368,0.6568180225647496,2024-05-05 00:55:34.270923
05-05-2024,00:55:34:279051,0.4523478330917674,0.4542001258523181,2024-05-05 00:55:34.279051
05-05-2024,00:55:34:281431,0.805312942518008,0.5157803531147752,2024-05-05 00:55:34.281431
05-05-2024,00:55:34:282258,0.1609658519664766,0.4076208080118343,2024-05-05 00:55:34.282258
05-05-2024,00:55:34:282258,0.7795213489404513,0.6780124457327624,2024-05-05 00:55:34.282258
05-05-2024,00:55:34:282258,0.1889994113730024,0.5188895198767478,2024-05-05 00:55:34.282258
05-05-2024,00:55:34:288847,0.889356333714061,0.3541109735889528,2024-05-05 00:55:34.288847
05-05-2024,00:55:34:290946,0.7532219723853715,0.7770343587090518,2024-05-05 00:55:34.290946
05-05-2024,00:55:34:290946,0.2103217174583458,0.1010706198617855,2024-05-05 00:55:34.290946
05-05-2024,00:55:34:290946,0.4741568719498097,0.7693081590150446,2024-05-05 00:55:34.290946
05-05-2024,00:55:34:290946,0.7449633971262529,0.4961336081405724,2024-05-05 00:55:34.290946
05-05-2024,00:55:34:299402,0.952017260992411,0.8673105254145508,2024-05-05 00:55:34.299402
05-05-2024,00:55:34:301096,0.7159389994490282,0.5969134196327771,2024-05-05 00:55:34.301096
05-05-2024,00:55:34:301096,0.6871111332646735,0.2563840776640794,2024-05-05 00:55:34.301096
05-05-2024,00:55:34:301096,0.5831871670034432,0.1894410995136163,2024-05-05 00:55:34.301096
05-05-2024,00:55:34:309279,0.2372978439856662,0.6081771625351476,2024-05-05 00:55:34.309279
05-05-2024,00:55:34:309279,0.5903870151274043,0.4170642105462675,2024-05-05 00:55:34.309279
05-05-2024,00:55:34:312405,0.7277019363377103,0.6464532809121948,2024-05-05 00:55:34.312405
05-05-2024,00:55:34:314655,0.0403398957400668,0.892028917426181,2024-05-05 00:55:34.314655
05-05-2024,00:55:34:314655,0.3870743542849294,0.1068201568309866,2024-05-05 00:55:34.314655
05-05-2024,00:55:34:319297,0.901047430925066,0.9220847769805536,2024-05-05 00:55:34.319297
05-05-2024,00:55:34:321428,0.6696237768105378,0.3811666578700243,2024-05-05 00:55:34.321428
05-05-2024,00:55:34:321428,0.4292335297509222,0.0272772626412441,2024-05-05 00:55:34.321428
05-05-2024,00:55:34:321428,0.311138756519938,0.1842727158211138,2024-05-05 00:55:34.321428
05-05-2024,00:55:34:321428,0.4455868638411646,0.0067817385799427,2024-05-05 00:55:34.321428
05-05-2024,00:55:34:329533,0.8546778565530063,0.4871269468614333,2024-05-05 00:55:34.329533
05-05-2024,00:55:34:331404,0.2498834780129827,0.6952126274492041,2024-05-05 00:55:34.331404
05-05-2024,00:55:34:331404,0.3358961884203668,0.9166891030745332,2024-05-05 00:55:34.331404
05-05-2024,00:55:34:331404,0.0796990661658665,0.0178249877588849,2024-05-05 00:55:34.331404
05-05-2024,00:55:34:331404,0.8465578749861401,0.1704954731879568,2024-05-05 00:55:34.331404
05-05-2024,00:55:34:339557,0.8811397315774749,0.035244694553926,2024-05-05 00:55:34.339557
05-05-2024,00:55:34:341695,0.1629841701756769,0.1337157549645478,2024-05-05 00:55:34.341695
05-05-2024,00:55:34:341695,0.0823937856977405,0.9771688495319129,2024-05-05 00:55:34.341695
05-05-2024,00:55:34:341695,0.4165739728875577,0.4164371204808426,2024-05-05 00:55:34.341695
05-05-2024,00:55:34:349686,0.2560090523793388,0.6816321530556045,2024-05-05 00:55:34.349686
05-05-2024,00:55:34:351764,0.3481924079822701,0.957193456546598,2024-05-05 00:55:34.351764
05-05-2024,00:55:34:351764,0.9307758090428908,0.8134804849225088,2024-05-05 00:55:34.351764
05-05-2024,00:55:34:359875,0.4645521416887542,0.5887536257330249,2024-05-05 00:55:34.359875
05-05-2024,00:55:34:359875,0.8526932590406547,0.7488922355803621,2024-05-05 00:55:34.359875
05-05-2024,00:55:34:359875,0.8739144214200922,0.1079454493767785,2024-05-05 00:55:34.359875
05-05-2024,00:55:34:372097,0.7046665921311156,0.8552052428016967,2024-05-05 00:55:34.372097
05-05-2024,00:55:34:372097,0.3371522467461191,0.6950548483440642,2024-05-05 00:55:34.372097
05-05-2024,00:55:34:380208,0.1086148899030834,0.9788692154607176,2024-05-05 00:55:34.380208
05-05-2024,00:55:34:380208,0.7840886310775121,0.8041872516782528,2024-05-05 00:55:34.380208
05-05-2024,00:55:34:390380,0.2724825074375226,0.8304882399598219,2024-05-05 00:55:34.390380
05-05-2024,00:55:34:392414,0.5732472453832043,0.1323174035499127,2024-05-05 00:55:34.392414
05-05-2024,00:55:34:400565,0.2314170769360892,0.0285802889038033,2024-05-05 00:55:34.400565
05-05-2024,00:55:34:400565,0.9369344157773049,0.6019864994736159,2024-05-05 00:55:34.400565
05-05-2024,00:55:34:400565,0.8100719758088932,0.697905668033786,2024-05-05 00:55:34.400565
05-05-2024,00:55:34:412697,0.0389892376903648,0.4770347604330928,2024-05-05 00:55:34.412697
05-05-2024,00:55:34:415601,0.405348101545684,0.3810422903258331,2024-05-05 00:55:34.415601
05-05-2024,00:55:34:420748,0.7963725567565448,0.0681179004949925,2024-05-05 00:55:34.420748
05-05-2024,00:55:34:422842,0.3412549130979881,0.4130464830717879,2024-05-05 00:55:34.422842
05-05-2024,00:55:34:422842,0.5308641274490656,0.0791948924752214,2024-05-05 00:55:34.422842
05-05-2024,00:55:34:430973,0.7927429370083244,0.643465234450774,2024-05-05 00:55:34.430973
05-05-2024,00:55:34:433103,0.6963846255432176,0.371955169327343,2024-05-05 00:55:34.433103
05-05-2024,00:55:34:436246,0.7819495625224439,0.6654114371334034,2024-05-05 00:55:34.436246
05-05-2024,00:55:34:438979,0.8259276767184803,0.0706253810254742,2024-05-05 00:55:34.438979
05-05-2024,00:55:34:441109,0.5759938607096421,0.9503374072365248,2024-05-05 00:55:34.441109
05-05-2024,00:55:34:443563,0.2719728110355732,0.882414290290833,2024-05-05 00:55:34.443563
05-05-2024,00:55:34:445675,0.9437352532040216,0.2195052516514404,2024-05-05 00:55:34.445675
05-05-2024,00:55:34:447807,0.8299290417609413,0.0650570562414292,2024-05-05 00:55:34.447807
05-05-2024,00:55:34:451209,0.968881360960016,0.9172877874252628,2024-05-05 00:55:34.451209
05-05-2024,00:55:34:453453,0.361537321762012,0.8018815989993182,2024-05-05 00:55:34.453453
05-05-2024,00:55:34:454664,0.3711083399275688,0.2912184866250255,2024-05-05 00:55:34.454664
05-05-2024,00:55:34:457364,0.1532315941436245,0.5968875693331436,2024-05-05 00:55:34.457364
05-05-2024,00:55:34:457364,0.9380664144585338,0.7875759743946938,2024-05-05 00:55:34.457364
05-05-2024,00:55:34:461743,0.6783419096818547,0.6808005840820903,2024-05-05 00:55:34.461743
05-05-2024,00:55:34:463663,0.1497005034175074,0.8726212111637939,2024-05-05 00:55:34.463663
05-05-2024,00:55:34:463663,0.3276213854046932,0.6599152118257489,2024-05-05 00:55:34.463663
05-05-2024,00:55:34:463663,0.894690878561494,0.3413796517370273,2024-05-05 00:55:34.463663
05-05-2024,00:55:34:463663,0.123373450900126,0.9300244615217972,2024-05-05 00:55:34.463663
05-05-2024,00:55:34:472436,0.0349948917093084,0.3518189681318169,2024-05-05 00:55:34.472436
05-05-2024,00:55:34:475241,0.0070547685635805,0.3537708312551875,2024-05-05 00:55:34.475241
05-05-2024,00:55:34:475241,0.0483067168951228,0.7002653088392564,2024-05-05 00:55:34.475241
05-05-2024,00:55:34:475241,0.1046515190436905,0.4099533352125505,2024-05-05 00:55:34.475241
05-05-2024,00:55:34:483990,0.5820025225722729,0.139353888809549,2024-05-05 00:55:34.483990
05-05-2024,00:55:34:485398,0.6616725492701317,0.3894734046993603,2024-05-05 00:55:34.485398
05-05-2024,00:55:34:485398,0.6004155127427122,0.1148948089766727,2024-05-05 00:55:34.485398
05-05-2024,00:55:34:485398,0.9342548869666528,0.7907374277699109,2024-05-05 00:55:34.485398
05-05-2024,00:55:34:491992,0.0150335274340777,0.3603757089400803,2024-05-05 00:55:34.491992
05-05-2024,00:55:34:494568,0.5054264275717563,0.2970160175647596,2024-05-05 00:55:34.494568
05-05-2024,00:55:34:494568,0.9709604083906038,0.2600756508425972,2024-05-05 00:55:34.494568
05-05-2024,00:55:34:494568,0.2529581987461742,0.2991356929643444,2024-05-05 00:55:34.494568
05-05-2024,00:55:34:502206,0.4253971771918297,0.8950964592385678,2024-05-05 00:55:34.502206
05-05-2024,00:55:34:505001,0.0084864827260168,0.8841011465088365,2024-05-05 00:55:34.505001
05-05-2024,00:55:34:506291,0.1795643748127849,0.9234729807372306,2024-05-05 00:55:34.506291
05-05-2024,00:55:34:508636,0.6191401958146941,0.2060360042032771,2024-05-05 00:55:34.508636
05-05-2024,00:55:34:510920,0.4474058227906384,0.5167044046097624,2024-05-05 00:55:34.510920
05-05-2024,00:55:34:514828,0.74914714110581,0.8298455268747174,2024-05-05 00:55:34.514828
05-05-2024,00:55:34:514828,0.0199271553588455,0.8616483319166014,2024-05-05 00:55:34.514828
05-05-2024,00:55:34:514828,0.4785740742710015,0.0208319965052914,2024-05-05 00:55:34.514828
05-05-2024,00:55:34:514828,0.0599659401357105,0.9245509459964466,2024-05-05 00:55:34.514828
05-05-2024,00:55:34:524634,0.435257034820915,0.5595158368549299,2024-05-05 00:55:34.524634
05-05-2024,00:55:34:524634,0.5605227151803722,0.8504854307601138,2024-05-05 00:55:34.524634
05-05-2024,00:55:34:532686,0.3312856725232675,0.5198628725069394,2024-05-05 00:55:34.532686
05-05-2024,00:55:34:532686,0.6711283518690172,0.9444172017341836,2024-05-05 00:55:34.532686
05-05-2024,00:55:34:542711,0.5602086356362183,0.9549810051697104,2024-05-05 00:55:34.542711
05-05-2024,00:55:34:542711,0.1094260045192869,0.659291509685591,2024-05-05 00:55:34.542711
05-05-2024,00:55:34:542711,0.1235599952196698,0.2053225884850259,2024-05-05 00:55:34.542711
05-05-2024,00:55:34:542711,0.8868534702010031,0.5911993710144778,2024-05-05 00:55:34.542711
05-05-2024,00:55:34:558407,0.0944095025343788,0.4409733476962709,2024-05-05 00:55:34.558407
05-05-2024,00:55:34:559597,0.2944285835909286,0.7194981413684705,2024-05-05 00:55:34.559597
05-05-2024,00:55:34:562088,0.6880981169095784,0.6671875855950812,2024-05-05 00:55:34.562088
05-05-2024,00:55:34:564591,0.5841802057116491,0.0477878153607971,2024-05-05 00:55:34.564591
05-05-2024,00:55:34:567347,0.9807109821042512,0.8052825538241584,2024-05-05 00:55:34.567347
05-05-2024,00:55:34:567347,0.7235897595113525,0.6868392017253597,2024-05-05 00:55:34.567347
05-05-2024,00:55:34:567347,0.3083597532215619,0.8350490795864551,2024-05-05 00:55:34.567347
05-05-2024,00:55:34:574314,0.9259269173322644,0.8611427930377168,2024-05-05 00:55:34.574314
05-05-2024,00:55:34:574314,0.3194290970890274,0.4110748744157585,2024-05-05 00:55:34.574314
05-05-2024,00:55:34:574314,0.7194020602166948,0.5642567256734764,2024-05-05 00:55:34.574314
05-05-2024,00:55:34:574314,0.2713535626481616,0.937214079224959,2024-05-05 00:55:34.574314
05-05-2024,00:55:34:574314,0.9981377950853324,0.0781779838503846,2024-05-05 00:55:34.574314
05-05-2024,00:55:34:586071,0.255338267359859,0.9006329382947222,2024-05-05 00:55:34.586071
05-05-2024,00:55:34:586071,0.3232184636338663,0.0801230008763758,2024-05-05 00:55:34.586071
05-05-2024,00:55:34:591558,0.5698202754269432,0.375398156570763,2024-05-05 00:55:34.591558
05-05-2024,00:55:34:594123,0.9403997519545938,0.6067358637183693,2024-05-05 00:55:34.594123
05-05-2024,00:55:34:596563,0.2459418435078387,0.953867789684536,2024-05-05 00:55:34.596563
05-05-2024,00:55:34:598940,0.2708661520328532,0.6531585819376697,2024-05-05 00:55:34.598940
05-05-2024,00:55:34:601412,0.6520284444105874,0.2134224571412813,2024-05-05 00:55:34.601412
05-05-2024,00:55:34:603709,0.7640705120053841,0.4864955979662188,2024-05-05 00:55:34.603709
05-05-2024,00:55:34:606723,0.0757300597203118,0.0558631923862246,2024-05-05 00:55:34.606723
05-05-2024,00:55:34:608988,0.6943021654298885,0.1424982501453198,2024-05-05 00:55:34.608988
05-05-2024,00:55:34:608988,0.8810019994468143,0.004280111828347,2024-05-05 00:55:34.608988
05-05-2024,00:55:34:608988,0.652602284701059,0.8510739565742813,2024-05-05 00:55:34.608988
05-05-2024,00:55:34:608988,0.6670777388708198,0.53585545496624,2024-05-05 00:55:34.608988
05-05-2024,00:55:34:608988,0.8770364144707925,0.9062441709212108,2024-05-05 00:55:34.608988
05-05-2024,00:55:34:608988,0.1534100036135005,0.533393829012682,2024-05-05 00:55:34.608988
05-05-2024,00:55:34:608988,0.2691026926035332,0.6005559322990506,2024-05-05 00:55:34.608988
05-05-2024,00:55:34:626082,0.0682624492355226,0.5274331884808404,2024-05-05 00:55:34.626082
05-05-2024,00:55:34:626082,0.4318710582942695,0.0933297066428332,2024-05-05 00:55:34.626082
05-05-2024,00:55:34:626082,0.441864705856375,0.0688853802420946,2024-05-05 00:55:34.626082
05-05-2024,00:55:34:626082,0.8158335224748068,0.625578064982822,2024-05-05 00:55:34.626082
05-05-2024,00:55:34:626082,0.6919599745433651,0.6769657733525347,2024-05-05 00:55:34.626082
05-05-2024,00:55:34:626082,0.4811594167211011,0.3737993606224868,2024-05-05 00:55:34.626082
05-05-2024,00:55:34:626082,0.6629942419561147,0.3353566004530662,2024-05-05 00:55:34.626082
05-05-2024,00:55:34:643633,0.6023401090022181,0.7617968280951479,2024-05-05 00:55:34.643633
05-05-2024,00:55:34:645653,0.3322132651880314,0.444779090439875,2024-05-05 00:55:34.645653
05-05-2024,00:55:34:645653,0.8215609193737846,0.7260860951349942,2024-05-05 00:55:34.645653
05-05-2024,00:55:34:645653,0.0072152939514215,0.792873268428696,2024-05-05 00:55:34.645653
05-05-2024,00:55:34:645653,0.2343223379931549,0.667814056032023,2024-05-05 00:55:34.645653
05-05-2024,00:55:34:645653,0.0097512773279312,0.3945275841142903,2024-05-05 00:55:34.645653
05-05-2024,00:55:34:645653,0.8783797453488369,0.2666703578413721,2024-05-05 00:55:34.645653
05-05-2024,00:55:34:645653,0.9593314162566968,0.7723762602338661,2024-05-05 00:55:34.645653
05-05-2024,00:55:34:661361,0.4287597811231274,0.6663761444168285,2024-05-05 00:55:34.661361
